customer_id,total_orders,total_revenue,avg_order_value,first_purchase,last_purchase,country,recency_days,revenue_bin,cum_revenue_pct
13777.0,61,56478.42,144.44608695652173,2009-12-02 09:47:00,2011-12-09 12:25:00,United Kingdom,0,"(48708.446, 60884.82]",0.2632326583066095
13093.0,55,54943.65,52.327285714285715,2009-12-04 10:32:00,2011-03-09 12:14:00,United Kingdom,275,"(48708.446, 60884.82]",0.2663292215159425
13408.0,106,51733.462,61.58745476190476,2009-12-04 09:31:00,2011-12-08 09:05:00,United Kingdom,1,"(48708.446, 60884.82]",0.26924486208806736
17404.0,23,47781.12,163.63397260273973,2010-01-07 11:31:00,2011-12-05 16:26:00,Sweden,3,"(36532.072, 48708.446]",0.2719377530462167
13881.0,43,45179.1,98.8601750547046,2010-03-04 14:41:00,2011-12-06 12:50:00,United Kingdom,3,"(36532.072, 48708.446]",0.2744839970414878
15749.0,3,44534.3,4453.43,2011-01-11 12:55:00,2011-04-18 13:20:00,United Kingdom,234,"(36532.072, 48708.446]",0.2769939008235153
16705.0,42,43515.051,62.97402460202605,2009-12-09 13:34:00,2011-12-09 12:08:00,United Kingdom,0,"(36532.072, 48708.446]",0.2794463608617335
14031.0,44,40999.17,52.49573623559539,2009-12-03 15:35:00,2011-12-02 17:13:00,United Kingdom,6,"(36532.072, 48708.446]",0.2817570286356289
15039.0,93,40031.43,14.337904727793696,2009-12-10 11:39:00,2011-11-30 11:31:00,United Kingdom,9,"(36532.072, 48708.446]",0.2840131556558576
17381.0,38,40002.37,229.89867816091956,2010-06-09 12:55:00,2011-12-01 11:59:00,United Kingdom,8,"(36532.072, 48708.446]",0.2862676448866991
12471.0,79,39963.79,35.148452066842566,2009-12-07 10:41:00,2011-12-07 15:43:00,Germany,1,"(36532.072, 48708.446]",0.2885199597915063
15098.0,3,39916.5,13305.5,2011-06-10 15:22:00,2011-06-10 15:33:00,United Kingdom,181,"(36532.072, 48708.446]",0.2907696094843341
16210.0,35,38489.51,136.97334519572954,2009-12-02 12:54:00,2011-12-08 12:36:00,United Kingdom,1,"(36532.072, 48708.446]",0.2929388356025708
17675.0,70,38259.6,33.918085106382975,2009-12-10 16:10:00,2011-12-08 18:03:00,United Kingdom,0,"(36532.072, 48708.446]",0.29509510424806107
17677.0,54,36692.91,51.534985955056186,2009-12-16 11:23:00,2011-12-08 09:56:00,United Kingdom,1,"(36532.072, 48708.446]",0.2971630759818168
12921.0,74,35921.04,23.41658409387223,2009-12-01 13:43:00,2011-11-30 16:22:00,United Kingdom,8,"(24355.698, 36532.072]",0.2991875459779852
13767.0,73,35540.53,44.705069182389934,2009-12-01 10:52:00,2011-12-07 15:00:00,United Kingdom,1,"(24355.698, 36532.072]",0.3011905708523464
12678.0,21,34281.18,91.17335106382978,2010-01-07 16:46:00,2011-10-28 13:04:00,France,41,"(24355.698, 36532.072]",0.30312262015668856
15856.0,52,34220.340000000004,29.474883720930237,2009-12-03 14:02:00,2011-12-05 17:09:00,United Kingdom,3,"(24355.698, 36532.072]",0.3050512405860715
13902.0,5,34095.26,541.1946031746032,2009-12-15 10:02:00,2010-03-17 13:09:00,Denmark,631,"(24355.698, 36532.072]",0.30697281164530477
16779.0,53,33268.24,31.56379506641366,2009-12-03 13:03:00,2011-12-07 14:54:00,United Kingdom,1,"(24355.698, 36532.072]",0.30884777277408415
14258.0,25,32051.34,106.8378,2009-12-04 08:36:00,2011-11-30 15:27:00,United Kingdom,8,"(24355.698, 36532.072]",0.310654150767789
17428.0,45,31819.760000000002,43.648504801097396,2009-12-01 17:28:00,2011-12-09 09:45:00,United Kingdom,0,"(24355.698, 36532.072]",0.31244747716939875
12709.0,34,31093.34,62.18668,2009-12-09 13:49:00,2011-11-24 15:38:00,Germany,14,"(24355.698, 36532.072]",0.3141998633450402
12681.0,45,30868.28,21.070498293515357,2009-12-13 13:31:00,2011-11-25 11:33:00,France,14,"(24355.698, 36532.072]",0.3159395653885591
14606.0,192,30861.06,4.70013097776424,2009-12-03 12:40:00,2011-12-08 19:28:00,United Kingdom,0,"(24355.698, 36532.072]",0.31767886052088135
17940.0,16,30393.19,844.2552777777778,2009-12-03 12:31:00,2011-10-21 13:27:00,United Kingdom,48,"(24355.698, 36532.072]",0.31939178701863435
13078.0,57,29532.45,36.86947565543071,2009-12-01 09:06:00,2011-12-06 15:36:00,United Kingdom,2,"(24355.698, 36532.072]",0.3210562031641119
13098.0,28,28882.44,50.49377622377622,2011-01-26 13:46:00,2011-12-08 14:14:00,United Kingdom,0,"(24355.698, 36532.072]",0.32268398546652116
17857.0,24,28682.24,478.0373333333334,2010-03-08 12:09:00,2011-12-05 13:13:00,United Kingdom,3,"(24355.698, 36532.072]",0.32430048471885076
14527.0,122,27792.3,10.289633469085524,2009-12-02 12:06:00,2011-12-07 12:19:00,United Kingdom,2,"(24355.698, 36532.072]",0.32586682793927285
15513.0,35,27750.55,49.378202846975086,2010-01-13 14:59:00,2011-11-06 14:36:00,United Kingdom,32,"(24355.698, 36532.072]",0.3274308181759745
16333.0,22,26626.8,591.7066666666667,2011-02-03 10:50:00,2011-12-02 12:19:00,United Kingdom,7,"(24355.698, 36532.072]",0.32893147510834553
17865.0,46,26374.39,25.90804518664047,2009-12-01 10:49:00,2011-11-09 12:08:00,United Kingdom,30,"(24355.698, 36532.072]",0.3304179064929113
18251.0,9,26278.86,243.3227777777778,2009-12-22 12:01:00,2011-09-13 15:03:00,United Kingdom,86,"(24355.698, 36532.072]",0.3318989539125715
13802.0,19,26259.11,58.61408482142857,2010-02-16 10:11:00,2011-07-24 10:54:00,United Kingdom,138,"(24355.698, 36532.072]",0.3333788882441245
15498.0,44,26039.58,26.817281153450054,2009-12-16 17:27:00,2011-12-07 12:48:00,United Kingdom,2,"(24355.698, 36532.072]",0.33484645010822495
12731.0,17,25775.71,65.58704834605598,2010-03-02 09:23:00,2011-11-16 11:59:00,France,23,"(24355.698, 36532.072]",0.33629914055162347
14062.0,24,25604.2,74.64781341107872,2009-12-10 14:28:00,2011-11-30 10:04:00,United Kingdom,9,"(24355.698, 36532.072]",0.33774216488153974
12744.0,11,25317.06,74.68159292035399,2010-04-27 16:19:00,2011-10-19 11:18:00,Singapore,51,"(24355.698, 36532.072]",0.33916900631934876
12939.0,20,25264.8,293.7767441860465,2010-01-12 11:27:00,2011-10-06 14:33:00,United Kingdom,63,"(24355.698, 36532.072]",0.3405929024414876
14895.0,38,25119.54,27.910600000000002,2009-12-10 14:22:00,2011-12-02 09:23:00,United Kingdom,7,"(24355.698, 36532.072]",0.34200861187104625
12621.0,35,24775.81,32.176376623376626,2010-02-09 12:01:00,2011-12-08 11:25:00,Germany,1,"(24355.698, 36532.072]",0.34340494905882724
16525.0,48,24582.64,67.53472527472528,2009-12-02 13:53:00,2011-12-07 15:07:00,United Kingdom,1,"(24355.698, 36532.072]",0.3447903993995359
17920.0,54,24516.46,13.59759290072102,2009-12-06 10:37:00,2011-12-05 14:29:00,United Kingdom,3,"(24355.698, 36532.072]",0.3461721199088046
13001.0,33,24172.100000000002,23.559551656920082,2009-12-03 16:21:00,2011-12-05 14:51:00,United Kingdom,3,"(12179.324, 24355.698]",0.34753443267019407
14607.0,22,24137.63,115.49105263157895,2009-12-15 11:25:00,2011-11-24 10:35:00,United Kingdom,15,"(12179.324, 24355.698]",0.3488948027405933
12682.0,52,24033.91,23.13177093358999,2009-12-01 09:28:00,2011-12-06 10:00:00,France,3,"(12179.324, 24355.698]",0.3502493272667655
15640.0,29,23957.58,31.31709803921569,2009-12-14 16:36:00,2011-12-05 14:35:00,United Kingdom,3,"(12179.324, 24355.698]",0.351599549918749
12482.0,29,23691.4,116.1343137254902,2010-02-24 10:24:00,2010-05-12 16:51:00,Sweden,575,"(12179.324, 24355.698]",0.3529347709609912
12409.0,7,23419.29,88.70943181818183,2010-05-23 15:21:00,2011-09-22 10:38:00,Switzerland,78,"(12179.324, 24355.698]",0.3542546561852655
16133.0,56,22992.26,42.26518382352941,2010-03-31 12:21:00,2011-12-06 11:24:00,United Kingdom,3,"(12179.324, 24355.698]",0.3555504744720997
14063.0,9,22710.2,567.755,2009-12-08 13:46:00,2010-09-27 16:18:00,United Kingdom,437,"(12179.324, 24355.698]",0.3568303961699955
14051.0,37,22434.0,67.16766467065868,2009-12-03 11:53:00,2011-12-09 10:20:00,United Kingdom,0,"(12179.324, 24355.698]",0.3580947515420572
17340.0,18,22404.82,28.835032175032175,2010-02-14 14:54:00,2011-11-10 10:45:00,United Kingdom,29,"(12179.324, 24355.698]",0.3593574623616647
16839.0,44,22310.49,62.846450704225354,2010-02-11 15:02:00,2011-12-01 09:03:00,United Kingdom,8,"(12179.324, 24355.698]",0.3606148568470364
12540.0,33,22254.49,28.864448767833984,2009-12-07 16:56:00,2011-11-20 11:31:00,Spain,19,"(12179.324, 24355.698]",0.3618690952344837
15159.0,34,22116.73,27.304604938271606,2010-10-04 09:31:00,2011-12-08 12:05:00,United Kingdom,1,"(12179.324, 24355.698]",0.3631155696210371
13340.0,12,22100.56,102.79330232558141,2010-02-22 14:54:00,2011-10-25 13:15:00,United Kingdom,44,"(12179.324, 24355.698]",0.3643611326843147
13319.0,58,22082.5,23.123036649214658,2009-12-06 14:46:00,2011-12-04 13:34:00,United Kingdom,4,"(12179.324, 24355.698]",0.3656056779060118
14667.0,54,21927.14,16.09922173274596,2009-12-02 12:38:00,2011-11-29 11:30:00,United Kingdom,10,"(12179.324, 24355.698]",0.3668414672103243
12753.0,6,21429.39,108.77862944162436,2010-12-12 11:44:00,2011-11-17 10:52:00,Japan,22,"(12179.324, 24355.698]",0.3680492038763894
15615.0,47,21373.97,23.72249722530522,2009-12-02 15:28:00,2011-11-29 14:42:00,United Kingdom,9,"(12179.324, 24355.698]",0.3692538171326872
17243.0,69,20889.86,18.421393298059964,2009-12-01 15:36:00,2011-12-08 13:26:00,United Kingdom,0,"(12179.324, 24355.698]",0.3704311464860177
14866.0,19,20850.22,152.19138686131387,2010-08-26 11:54:00,2011-11-29 11:45:00,United Kingdom,10,"(12179.324, 24355.698]",0.3716062417728888
17706.0,31,20749.98,27.124156862745096,2010-01-19 12:13:00,2011-12-05 13:34:00,United Kingdom,3,"(12179.324, 24355.698]",0.3727756876444754
12433.0,10,20581.26,29.151926345609063,2010-08-20 09:23:00,2011-12-09 10:02:00,Norway,0,"(12179.324, 24355.698]",0.3739356246438869
15251.0,21,20324.54,88.3675652173913,2010-01-29 12:42:00,2011-11-30 15:02:00,United Kingdom,8,"(12179.324, 24355.698]",0.3750810931886708
12477.0,9,20276.37,35.95101063829787,2010-03-26 14:01:00,2011-11-17 09:51:00,Germany,22,"(12179.324, 24355.698]",0.3762238469256508
18008.0,23,19787.13,193.9914705882353,2010-01-06 12:35:00,2011-09-30 15:17:00,United Kingdom,69,"(12179.324, 24355.698]",0.3773390276385501
17139.0,25,19584.46,24.208232385661308,2010-01-11 11:31:00,2011-11-24 10:12:00,United Kingdom,15,"(12179.324, 24355.698]",0.3784427860949077
16843.0,35,19571.43,32.83796979865772,2009-12-10 11:40:00,2011-10-28 09:06:00,United Kingdom,42,"(12179.324, 24355.698]",0.379545810194909
17581.0,43,18757.75,22.067941176470587,2009-12-03 12:34:00,2011-12-09 12:21:00,United Kingdom,0,"(12179.324, 24355.698]",0.3806029761920691
12557.0,8,18716.14,322.69206896551725,2009-12-17 10:39:00,2011-11-23 16:59:00,Spain,15,"(12179.324, 24355.698]",0.3816577970957536
14194.0,36,18670.59,19.611964285714286,2010-01-06 12:16:00,2011-12-05 10:38:00,United Kingdom,4,"(12179.324, 24355.698]",0.38271005085192994
13113.0,37,18625.73,47.51461734693878,2010-03-28 16:13:00,2011-12-09 12:49:00,United Kingdom,0,"(12179.324, 24355.698]",0.3837597763482334
15808.0,21,18409.93,21.456794871794873,2009-12-01 16:30:00,2011-02-06 14:33:00,United Kingdom,305,"(12179.324, 24355.698]",0.3847973395957496
17377.0,78,18319.41,10.314983108108107,2009-12-02 12:39:00,2011-11-16 11:17:00,United Kingdom,23,"(12179.324, 24355.698]",0.38582980123640664
12357.0,3,18287.66,61.78263513513514,2010-11-16 10:05:00,2011-11-06 16:07:00,Switzerland,32,"(12179.324, 24355.698]",0.3868604734822583
16746.0,42,18066.4,18.267340748230538,2009-12-04 13:00:00,2011-12-05 12:33:00,United Kingdom,4,"(12179.324, 24355.698]",0.3878786757597753
12647.0,36,17924.35,32.58972727272727,2010-01-13 15:06:00,2011-11-17 12:56:00,Germany,21,"(12179.324, 24355.698]",0.38888887225675367
12472.0,19,17880.59,19.62743139407245,2009-12-14 10:49:00,2011-11-07 14:01:00,Germany,31,"(12179.324, 24355.698]",0.3898966024886398
15078.0,53,17761.88,22.398335435056747,2009-12-04 12:03:00,2011-12-02 15:41:00,United Kingdom,6,"(12179.324, 24355.698]",0.39089764235651503
12901.0,28,17654.54,152.19431034482758,2011-03-14 10:41:00,2011-12-01 10:07:00,United Kingdom,8,"(12179.324, 24355.698]",0.391892632660976
14952.0,32,17629.35,57.42459283387622,2009-12-03 15:34:00,2011-10-11 10:33:00,United Kingdom,59,"(12179.324, 24355.698]",0.39288620328495993
16652.0,16,17550.39,63.8196,2010-03-17 10:22:00,2011-10-12 09:38:00,United Kingdom,58,"(12179.324, 24355.698]",0.3938753238108705
15189.0,46,17524.38,72.71526970954358,2010-07-18 13:37:00,2011-12-08 13:22:00,United Kingdom,0,"(12179.324, 24355.698]",0.3948629784420129
18172.0,52,17479.84,36.722352941176474,2009-12-11 09:58:00,2011-11-25 11:12:00,United Kingdom,14,"(12179.324, 24355.698]",0.39584812284812765
16019.0,27,17465.85,43.12555555555555,2009-12-14 14:12:00,2011-10-24 11:51:00,United Kingdom,46,"(12179.324, 24355.698]",0.3968324787933502
15523.0,16,17359.99,81.12144859813085,2009-12-02 15:16:00,2011-09-16 16:29:00,United Kingdom,83,"(12179.324, 24355.698]",0.3978108685863179
13027.0,19,17335.2,201.57209302325583,2010-01-20 10:41:00,2011-08-18 09:39:00,United Kingdom,113,"(12179.324, 24355.698]",0.39878786124236515
17416.0,22,17298.45,28.97562814070352,2009-12-14 16:29:00,2011-11-10 12:47:00,United Kingdom,29,"(12179.324, 24355.698]",0.3997627827091495
13564.0,37,17249.55,13.571636506687646,2009-12-02 11:55:00,2011-07-18 14:33:00,United Kingdom,143,"(12179.324, 24355.698]",0.40073494822613914
17735.0,26,17244.93,19.246573660714287,2010-07-30 13:25:00,2011-12-07 16:47:00,United Kingdom,1,"(12179.324, 24355.698]",0.4017068533650501
14277.0,9,17225.81,45.09374345549739,2009-12-13 15:43:00,2011-11-24 15:01:00,France,14,"(12179.324, 24355.698]",0.4026776809219553
15358.0,42,17050.41,15.088858407079647,2009-12-07 12:19:00,2011-12-05 09:04:00,United Kingdom,4,"(12179.324, 24355.698]",0.4036386231292904
15125.0,24,17024.87,70.93695833333332,2010-03-31 13:29:00,2011-11-14 13:57:00,United Kingdom,24,"(12179.324, 24355.698]",0.4045981259305363
16656.0,30,16833.170000000002,119.38418439716314,2009-12-04 12:59:00,2011-11-17 14:43:00,United Kingdom,21,"(12179.324, 24355.698]",0.40554682473228043
12454.0,5,16679.78,416.99449999999996,2010-10-14 17:33:00,2011-10-14 17:13:00,Spain,55,"(12179.324, 24355.698]",0.40648687864365635
16553.0,33,16644.01,56.80549488054607,2010-02-11 18:46:00,2011-06-29 15:42:00,United Kingdom,162,"(12179.324, 24355.698]",0.40742491659748303
13199.0,67,16432.89,79.38594202898551,2009-12-05 10:11:00,2011-12-06 12:30:00,United Kingdom,3,"(12179.324, 24355.698]",0.4083510560621348
14961.0,22,16410.15,24.492761194029853,2009-12-04 11:32:00,2011-11-29 09:42:00,United Kingdom,10,"(12179.324, 24355.698]",0.40927591392559376
13225.0,16,16260.07,130.08056,2009-12-17 09:09:00,2011-12-06 13:29:00,United Kingdom,2,"(12179.324, 24355.698]",0.4101923134466154
16180.0,13,16249.87,49.693792048929666,2010-06-23 13:19:00,2011-08-31 16:28:00,United Kingdom,99,"(12179.324, 24355.698]",0.41110813810694363
12980.0,21,16245.78,312.4188461538462,2009-12-02 11:26:00,2011-07-05 09:34:00,United Kingdom,157,"(12179.324, 24355.698]",0.4120237322594056
15044.0,35,16204.33,17.709650273224042,2009-12-16 15:13:00,2011-11-20 13:20:00,United Kingdom,18,"(12179.324, 24355.698]",0.4129369903358146
14733.0,15,16184.97,46.50853448275862,2010-11-02 15:42:00,2011-11-23 15:39:00,United Kingdom,15,"(12179.324, 24355.698]",0.41384915730408406
18092.0,18,16179.44,107.86293333333333,2009-12-04 12:37:00,2011-12-07 13:14:00,United Kingdom,1,"(12179.324, 24355.698]",0.4147610126076835
17107.0,10,16075.42,23.850771513353116,2010-01-31 15:47:00,2011-11-06 14:14:00,United Kingdom,32,"(12179.324, 24355.698]",0.4156670054593884
12971.0,116,15972.79,37.58303529411765,2009-12-15 19:04:00,2011-12-06 12:20:00,United Kingdom,3,"(12179.324, 24355.698]",0.416567214198058
17716.0,24,15956.97,26.55069883527454,2009-12-02 17:18:00,2011-11-17 12:00:00,United Kingdom,22,"(12179.324, 24355.698]",0.41746653133906386
14769.0,17,15771.88,11.060224403927068,2009-12-16 09:17:00,2011-12-07 10:24:00,United Kingdom,2,"(12179.324, 24355.698]",0.4183554170128408
14849.0,43,15763.45,20.878741721854304,2010-01-10 11:40:00,2011-11-18 10:58:00,United Kingdom,21,"(12179.324, 24355.698]",0.41924382758116235
16191.0,24,15688.02,67.33055793991417,2009-12-11 12:24:00,2011-12-07 11:26:00,United Kingdom,2,"(12179.324, 24355.698]",0.4201279869982975
15768.0,34,15601.09,12.601849757673667,2009-12-03 12:10:00,2011-08-16 10:48:00,United Kingdom,115,"(12179.324, 24355.698]",0.421007247136994
13488.0,23,15587.88,21.530220994475137,2010-01-25 10:13:00,2011-11-22 14:41:00,United Kingdom,16,"(12179.324, 24355.698]",0.4218857627747337
12949.0,22,15526.7,21.715664335664336,2009-12-03 15:56:00,2011-11-09 11:25:00,United Kingdom,30,"(12179.324, 24355.698]",0.42276083037549106
15601.0,30,14960.12,17.156100917431193,2009-12-01 14:53:00,2011-11-28 15:15:00,United Kingdom,10,"(12179.324, 24355.698]",0.4236039661554985
14543.0,39,14906.77,68.69479262672812,2009-12-01 13:47:00,2011-11-11 12:45:00,United Kingdom,28,"(12179.324, 24355.698]",0.42444409518864407
18087.0,17,14761.52,167.74454545454546,2009-12-01 09:43:00,2011-09-02 15:12:00,United Kingdom,97,"(12179.324, 24355.698]",0.42527603809279824
16126.0,15,14646.8,38.242297650130546,2009-12-02 13:34:00,2011-11-10 16:03:00,United Kingdom,28,"(12179.324, 24355.698]",0.4261015155049188
17133.0,12,14622.33,261.11303571428573,2010-03-21 12:31:00,2011-11-24 12:27:00,United Kingdom,15,"(12179.324, 24355.698]",0.4269256138149642
16873.0,12,14617.39,28.54958984375,2010-02-09 14:17:00,2011-12-05 12:05:00,United Kingdom,4,"(12179.324, 24355.698]",0.4277494337120855
15482.0,19,14592.56,97.93664429530202,2009-12-02 16:59:00,2011-11-24 10:46:00,United Kingdom,15,"(12179.324, 24355.698]",0.42857185421793076
16713.0,32,14560.69,10.89872005988024,2009-12-15 12:49:00,2011-11-21 12:36:00,United Kingdom,18,"(12179.324, 24355.698]",0.42939247856590373
17448.0,46,14556.97,13.032202327663384,2010-03-04 17:29:00,2010-07-30 14:07:00,United Kingdom,496,"(12179.324, 24355.698]",0.4302128932588002
14299.0,27,14499.49,42.64555882352941,2009-12-02 10:58:00,2011-12-01 16:05:00,United Kingdom,7,"(12179.324, 24355.698]",0.43103006844261293
12583.0,27,14447.44,31.003090128755368,2009-12-06 11:57:00,2011-12-07 08:07:00,France,2,"(12179.324, 24355.698]",0.43184431014612273
15093.0,23,14326.11,43.15093373493976,2009-12-08 12:46:00,2011-11-21 13:09:00,United Kingdom,17,"(12179.324, 24355.698]",0.432651713825326
12476.0,23,14115.41,27.35544573643411,2010-07-26 09:04:00,2011-11-24 12:40:00,Germany,15,"(12179.324, 24355.698]",0.43344724268608886
17017.0,29,14110.61,33.27974056603774,2009-12-03 13:22:00,2011-12-07 09:32:00,United Kingdom,2,"(12179.324, 24355.698]",0.43424250102417244
15005.0,56,14106.2,5.748247758761207,2009-12-01 14:19:00,2011-11-24 12:25:00,United Kingdom,15,"(12179.324, 24355.698]",0.4350375108195445
13090.0,24,14103.09,49.83424028268551,2010-08-02 13:58:00,2011-12-01 12:39:00,United Kingdom,8,"(12179.324, 24355.698]",0.43583234533876397
12714.0,12,14093.710000000001,20.249583333333334,2009-12-04 10:00:00,2011-11-30 15:43:00,France,8,"(12179.324, 24355.698]",0.43662665121158106
13178.0,21,14059.19,20.46461426491994,2009-12-16 14:00:00,2011-11-13 16:14:00,United Kingdom,25,"(12179.324, 24355.698]",0.4374190115754634
17589.0,18,14049.87,10.461556217423679,2010-03-07 13:48:00,2011-10-10 16:58:00,United Kingdom,59,"(12179.324, 24355.698]",0.43821084667447685
18223.0,26,14000.85,24.30703125,2009-12-04 12:20:00,2011-12-05 09:11:00,United Kingdom,4,"(12179.324, 24355.698]",0.43899991906062863
15502.0,14,13993.47,38.76307479224376,2010-06-03 11:12:00,2011-11-24 12:48:00,United Kingdom,15,"(12179.324, 24355.698]",0.43978857551816114
12435.0,6,13925.93,124.33866071428572,2009-12-02 13:58:00,2011-09-21 09:06:00,Denmark,79,"(12179.324, 24355.698]",0.44057342549616124
15760.0,2,13916.34,6958.17,2010-03-19 11:35:00,2010-03-19 11:45:00,Norway,630,"(12179.324, 24355.698]",0.4413577349923918
16558.0,38,13873.51,17.78655128205128,2009-12-03 18:11:00,2011-12-09 10:20:00,United Kingdom,0,"(12179.324, 24355.698]",0.4421396306372991
15291.0,40,13846.56,56.28682926829268,2009-12-03 11:09:00,2011-11-14 11:02:00,United Kingdom,25,"(12179.324, 24355.698]",0.4429200074100803
15032.0,8,13780.65,110.2452,2009-12-10 15:27:00,2011-03-28 15:03:00,United Kingdom,255,"(12179.324, 24355.698]",0.4436966695683224
15382.0,12,13733.55,21.73030063291139,2009-12-04 14:13:00,2011-11-25 10:58:00,United Kingdom,14,"(12179.324, 24355.698]",0.44447067722277445
12567.0,15,13709.86,21.455179968701096,2010-02-11 10:30:00,2011-11-17 11:02:00,France,22,"(12179.324, 24355.698]",0.4452433497350867
12989.0,33,13551.75,139.70876288659792,2009-12-10 13:27:00,2011-12-06 15:28:00,United Kingdom,2,"(12179.324, 24355.698]",0.44600711134306287
13468.0,72,13390.51,18.39355769230769,2009-12-03 13:32:00,2011-12-08 10:39:00,United Kingdom,1,"(12179.324, 24355.698]",0.44676178564337243
